value,unit,metric_type,sector,context,source_page,source_paragraph,confidence,year,extraction_method,validation_issues,company,source_pdf,extraction_date
28.0,number,net_employment_change,professional_services,"The healthcare sector ranks above the 25% average in overall maturity at 28%, which is the highest of all industries in the  scaling  and  realizing  stage.",43,3,0.76,2024,pattern_matching,[],,AI strategy.pdf,2025-07-24T17:20:01.210084
14.0,percentage,ai_adoption_rate,professional_services,"Yet, 14% of healthcare organizations claim they receive no discernable value from AI, underscoring the difficulty in connecting and measuring AI investments a",43,3,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210085
14.0,count,ai_implementation_count,professional_services,"Yet, 14% of healthcare organizations claim they receive no discernable value from AI, underscoring the difficulty in connecting and measuring AI investments",43,3,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210086
25.0,percentage,ai_adoption_rate,unknown,"When it comes to AI strategy and experience, the healthcare industry leads other sectors with 25% of organizations in the  scaling  and  realizing  stages, surpassing the average.",43,6,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],When,AI strategy.pdf,2025-07-24T17:20:01.210086
25.0,count,ai_implementation_count,unknown,"When it comes to AI strategy and experience, the healthcare industry leads other sectors with 25% of organizations in the  scaling  and  realizing  stages, surpassing the average.",43,6,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],When,AI strategy.pdf,2025-07-24T17:20:01.210087
44.0,number,ai_implementation_count,unknown,Conclusion Part 2 Part 1 Introduction Part 3 44,43,19,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Conclusion Part,AI strategy.pdf,2025-07-24T17:20:01.210088
47.0,number,ai_implementation_count,unknown,Conclusion Part 2 Part 1 Introduction Part 3 47,46,6,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Conclusion Part,AI strategy.pdf,2025-07-24T17:20:01.210089
48.0,number,ai_implementation_count,unknown,Industry profile: Manufacturing Conclusion Part 2 Part 1 Introduction Part 3 48,47,1,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Industry,AI strategy.pdf,2025-07-24T17:20:01.210089
14.0,percentage,ai_adoption_rate,unknown,Cross-industry average: 14%,48,12,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Cross,AI strategy.pdf,2025-07-24T17:20:01.210090
39.0,percentage,ai_adoption_rate,unknown,Cross-industry average: 39%,48,21,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Cross,AI strategy.pdf,2025-07-24T17:20:01.210091
39.0,number,ai_implementation_count,unknown,Cross-industry average: 39%,48,21,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Cross,AI strategy.pdf,2025-07-24T17:20:01.210091
38.0,percentage,ai_adoption_rate,unknown,"These early stages of AI readiness include learning about AI, experimenting with it",49,2,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210092
38.0,number,ai_implementation_count,unknown,"These early stages of AI readiness include learning about AI, experimenting with it",49,2,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210093
9.0,count,ai_implementation_count,unknown,"Although manufacturing organizations are less likely to have started on the cloud, 9 out of 10 organizations are in the cloud or currently migrating to the cloud.",49,5,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Although,AI strategy.pdf,2025-07-24T17:20:01.210094
10.0,count,ai_implementation_count,unknown,"Although manufacturing organizations are less likely to have started on the cloud, 9 out of 10 organizations are in the cloud or currently migrating to the cloud.",49,5,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Although,AI strategy.pdf,2025-07-24T17:20:01.210094
23.0,percentage,ai_budget_percentage,unknown,"Given the shift required to build AI-ready cloud and data foundations, manufacturers tend to require more investment with 23% of manufacturing organizations spending $100k to less than $500k on cloud per month, exceeding the 20% industry average.",49,5,0.77,2024,pattern_matching,[],Given,AI strategy.pdf,2025-07-24T17:20:01.210095
23.0,count,ai_implementation_count,unknown,"Given the shift required to build AI-ready cloud and data foundations, manufacturers tend to require more investment with 23% of manufacturing organizations spending $100k to less than $500k on cloud per month, exceeding the 20% industry average.",49,5,0.616,2024,pattern_matching,['Missing required context keywords'],Given,AI strategy.pdf,2025-07-24T17:20:01.210096
0.1,millions_usd,ai_investment_amount,unknown,"required to build AI-ready cloud and data foundations, manufacturers tend to require more investment with 23% of manufacturing organizations spending $100k to less than $500k on cloud per month, exceeding the 20% industry average.",49,5,0.77,2024,pattern_matching,[],,AI strategy.pdf,2025-07-24T17:20:01.210096
100.0,count,ai_implementation_count,unknown,"equired to build AI-ready cloud and data foundations, manufacturers tend to require more investment with 23% of manufacturing organizations spending $100k to less than $500k on cloud per month, exceeding the 20% industry average.",49,5,0.616,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210097
500.0,count,ai_implementation_count,unknown,"-ready cloud and data foundations, manufacturers tend to require more investment with 23% of manufacturing organizations spending $100k to less than $500k on cloud per month, exceeding the 20% industry average.",49,5,0.616,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210098
20.0,percentage,ai_budget_percentage,unknown,"facturers tend to require more investment with 23% of manufacturing organizations spending $100k to less than $500k on cloud per month, exceeding the 20% industry average.",49,5,0.7,2024,pattern_matching,[],,AI strategy.pdf,2025-07-24T17:20:01.210098
365.0,number,ai_implementation_count,information_communication_technology,Accelerate industrial transformation with Microsoft AI solutions.,51,35,0.76,2024,pattern_matching,[],Accelerate,AI strategy.pdf,2025-07-24T17:20:01.210099
52.0,number,ai_implementation_count,unknown,Conclusion Part 2 Part 1 Introduction Part 3 52,51,37,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Conclusion Part,AI strategy.pdf,2025-07-24T17:20:01.210100
54.0,number,ai_implementation_count,unknown,Industry profile: Retail Conclusion Part 2 Part 1 Introduction Part 3 54,53,1,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Industry,AI strategy.pdf,2025-07-24T17:20:01.210100
30.0,percentage,ai_adoption_rate,unknown,Cross-industry average: 30%,54,9,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Cross,AI strategy.pdf,2025-07-24T17:20:01.210101
48.0,percentage,ai_adoption_rate,unknown,Cross-industry average: 48%,54,21,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Cross,AI strategy.pdf,2025-07-24T17:20:01.210102
44.0,percentage,ai_adoption_rate,unknown,Cross-industry average: 44%,54,24,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Cross,AI strategy.pdf,2025-07-24T17:20:01.210102
55.0,number,ai_implementation_count,unknown,Conclusion Part 2 Part 1 Introduction Part 3 55,54,28,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Conclusion Part,AI strategy.pdf,2025-07-24T17:20:01.210103
43.0,percentage,ai_budget_percentage,retail_ecommerce,"Yet, many are still at the starting blocks, with 43% of retailers in the  exploring  and  planning  stage. This diversity reflects the broad category of retailers, from big-box stores to boutique shops,",55,2,0.6432800000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210104
43.0,number,ai_implementation_count,retail_ecommerce,"Yet, many are still at the starting blocks, with 43% of retailers in the  exploring  and  planning  stage. This diversity reflects the broad category of retailers, from big-box stores to boutique shops",55,2,0.6432800000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210105
25.0,percentage,ai_adoption_rate,retail_ecommerce,"About 25% of retail companies embraced cloud technology early, giving them a head start on AI. However, 8% of retailers have yet to start using cloud services,",55,2,0.731,2024,pattern_matching,[],About,AI strategy.pdf,2025-07-24T17:20:01.210106
25.0,count,ai_implementation_count,retail_ecommerce,"About 25% of retail companies embraced cloud technology early, giving them a head start on AI. However, 8% of retailers have yet to start using cloud services",55,2,0.5848,2024,pattern_matching,['Missing required context keywords'],About,AI strategy.pdf,2025-07-24T17:20:01.210106
8.0,percentage,ai_adoption_rate,retail_ecommerce,"However, 8% of retailers have yet to start using cloud services, which is slightly higher than the average of 6% across industries.",55,2,0.731,2024,pattern_matching,[],However,AI strategy.pdf,2025-07-24T17:20:01.210107
8.0,number,ai_implementation_count,retail_ecommerce,"However, 8% of retailers have yet to start using cloud services, which is slightly higher than the average of 6% across industries.",55,2,0.5848,2024,pattern_matching,['Missing required context keywords'],However,AI strategy.pdf,2025-07-24T17:20:01.210108
6.0,percentage,ai_adoption_rate,retail_ecommerce,"However, 8% of retailers have yet to start using cloud services, which is slightly higher than the average of 6% across industries.",55,2,0.731,2024,pattern_matching,[],However,AI strategy.pdf,2025-07-24T17:20:01.210109
6.0,number,ai_implementation_count,retail_ecommerce,"However, 8% of retailers have yet to start using cloud services, which is slightly higher than the average of 6% across industries.",55,2,0.5848,2024,pattern_matching,['Missing required context keywords'],However,AI strategy.pdf,2025-07-24T17:20:01.210109
54.0,percentage,ai_budget_percentage,unknown,"In terms of AI governance, a larger proportion of retail organizations are in the  exploring  and  planning  stages, at 54% combined, compared to the average of 49%.",55,4,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210110
54.0,count,ai_implementation_count,unknown,"In terms of AI governance, a larger proportion of retail organizations are in the  exploring  and  planning  stages, at 54% combined, compared to the average of 49%.",55,4,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210111
49.0,percentage,ai_budget_percentage,unknown,"AI governance, a larger proportion of retail organizations are in the  exploring  and  planning  stages, at 54% combined, compared to the average of 49%.",55,4,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210112
49.0,count,ai_implementation_count,unknown,"AI governance, a larger proportion of retail organizations are in the  exploring  and  planning  stages, at 54% combined, compared to the average of 49%.",55,4,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210112
365.0,number,workforce_augmentation,information_communication_technology,"Identify ways to connect your customers, your people and your data with Microsoft Cloud for Retail Learn how Microsoft 365 for frontline workers empowers employees.",57,34,0.7813157894736842,2024,pattern_matching,[],Identify,AI strategy.pdf,2025-07-24T17:20:01.210113
63.0,number,ai_implementation_count,unknown,"Research, methodology, and modeling 63",59,2,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Research,AI strategy.pdf,2025-07-24T17:20:01.210114
60.0,number,ai_implementation_count,unknown,Part 3 Part 2 Part 1 Introduction Conclusion 60,59,5,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Part,AI strategy.pdf,2025-07-24T17:20:01.210114
1950.0,number,ai_implementation_count,unknown,"Definitions AI (artificial intelligence) (1950s): The theory and development of computer systems that are able to perform tasks that normally require human intelligence, such as visual perception,",61,0,0.7,2024,pattern_matching,[],Definitions,AI strategy.pdf,2025-07-24T17:20:01.210115
1990.0,number,ai_implementation_count,unknown,Machine learning (1990s): A subset of AI and computer science where algorithmic models are trained to learn from existing data to make decisions or predictions.,61,1,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Machine,AI strategy.pdf,2025-07-24T17:20:01.210116
2010.0,number,ai_implementation_count,unknown,,61,2,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210117
2020.0,number,job_creation,unknown,"Generative AI (2020s): A type of AI technology that uses algorithmic models to create new written, visual, and auditory content when given prompts or existing data.",61,3,0.7,2024,pattern_matching,[],Generative,AI strategy.pdf,2025-07-24T17:20:01.210117
212.0,number,ai_investment_amount,financial_services,"This sector includes banking, capital markets, and insurance.",61,5,0.3858333333333333,2024,pattern_matching,"[""Invalid unit 'number' for ai_investment_amount""]",,AI strategy.pdf,2025-07-24T17:20:01.210118
171.0,number,ai_patents_filed,energy_utilities,"This sector includes industrial equipment machinery, vehicle OEMs and suppliers, chemicals, semiconductors,",61,6,0.76,2024,pattern_matching,[],,AI strategy.pdf,2025-07-24T17:20:01.210119
153.0,number,ai_implementation_count,energy_utilities,This sector includes healthcare payers and providers.,61,7,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210119
89.0,number,ai_implementation_count,energy_utilities,"This sector includes grocery, specialty retail, convenience, big box, and quick-serve restaurants.",61,8,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210120
2023.0,number,ai_patents_filed,information_communication_technology,"In August of 2023, IPSOS conducted an expert workshop with representatives from business and academia. They then conducted a quantitative survey of enterprise business",62,1,0.76,2024,pattern_matching,[],In August,AI strategy.pdf,2025-07-24T17:20:01.210121
2023.0,number,ai_implementation_count,information_communication_technology,ntitative survey of enterprise business and IT decision-makers (BDMs and ITDMs) on the topic of AI readiness and success from September to October of 2023.,62,1,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],September,AI strategy.pdf,2025-07-24T17:20:01.210121
500.0,count,workforce_augmentation,professional_services,"makers had a budget responsibility, covered a mix of business factors and departments, and represented enterprise or higher mid-market organizations (500  employees for U.",62,2,0.76,2024,pattern_matching,[],,AI strategy.pdf,2025-07-24T17:20:01.210122
300.0,count,workforce_augmentation,professional_services,"S organizations, 300  employees for global markets). They also covered 4 core industries,",62,2,0.76,2024,pattern_matching,[],They,AI strategy.pdf,2025-07-24T17:20:01.210123
4.0,number,ai_implementation_count,professional_services,"They also covered 4 core industries,",62,2,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],They,AI strategy.pdf,2025-07-24T17:20:01.210123
212.0,number,ai_implementation_count,unknown,"We obtained input from more than 1,300 deci",62,3,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210124
153.0,number,ai_patents_filed,unknown,"We obtained input from more than 1,300 decision-makers in multiple market",62,3,0.7,2024,pattern_matching,[],,AI strategy.pdf,2025-07-24T17:20:01.210125
171.0,number,ai_patents_filed,unknown,"We obtained input from more than 1,300 decision-makers in multiple markets, including the United States, I",62,3,0.7,2024,pattern_matching,[],United States,AI strategy.pdf,2025-07-24T17:20:01.210125
89.0,number,ai_patents_filed,unknown,"We obtained input from more than 1,300 decision-makers in multiple markets, including the United States, India, United Kingdom, Germany",62,3,0.7,2024,pattern_matching,[],United States,AI strategy.pdf,2025-07-24T17:20:01.210126
1.0,number,ai_patents_filed,unknown,"We obtained input from more than 1,300 decision-makers in multiple markets, including the United States, India, United Kingdom, Germany, and Japan.",62,3,0.7,2024,pattern_matching,[],United States,AI strategy.pdf,2025-07-24T17:20:01.210127
300.0,number,ai_patents_filed,unknown,"We obtained input from more than 1,300 decision-makers in multiple markets, including the United States, India, United Kingdom, Germany, and Japan.",62,3,0.7,2024,pattern_matching,[],United States,AI strategy.pdf,2025-07-24T17:20:01.210127
40.0,number,ai_implementation_count,professional_services,"The survey included more than 40 questions related to each of the five drivers of AI success: business strategy, technology and data strategy, AI strategy and experience, organizatio",62,4,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210128
2.0,number,ai_implementation_count,unknown,"Similarly, for the  planning  stage, questions were set at a value of 2. The values serve as standard examples for each stage. However, the specific recommendations for an industry might differ, depending on the organizat",62,6,0.616,2024,pattern_matching,['Missing required context keywords'],Similarly,AI strategy.pdf,2025-07-24T17:20:01.210129
207.0,number,ai_implementation_count,unknown,Germany n 207 103 104,62,14,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Germany,AI strategy.pdf,2025-07-24T17:20:01.210130
103.0,number,ai_implementation_count,unknown,Germany n 207 103 104,62,14,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Germany,AI strategy.pdf,2025-07-24T17:20:01.210130
104.0,number,ai_implementation_count,unknown,Germany n 207 103 104,62,14,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Germany,AI strategy.pdf,2025-07-24T17:20:01.210131
2023.0,number,ai_implementation_count,unknown,"Grace Solomonoff,  The Meeting of the Minds that Launched AI,  May 6, 2023, accessed February 29, 2024, The Meeting of the Minds That Launched AI - IEEE Spectrum.",63,0,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Grace Solomonoff,AI strategy.pdf,2025-07-24T17:20:01.210132
29.0,number,ai_implementation_count,unknown,"Grace Solomonoff,  The Meeting of the Minds that Launched AI,  May 6, 2023, accessed February 29, 2024, The Meeting of the Minds That Launched AI - IEEE Spectrum.",63,0,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Grace Solomonoff,AI strategy.pdf,2025-07-24T17:20:01.210132
2024.0,number,ai_implementation_count,unknown,"Grace Solomonoff,  The Meeting of the Minds that Launched AI,  May 6, 2023, accessed February 29, 2024, The Meeting of the Minds That Launched AI - IEEE Spectrum.",63,0,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Grace Solomonoff,AI strategy.pdf,2025-07-24T17:20:01.210133
3.0,number,job_creation,professional_services,IPSOS created the analyses and models described in this paper using multinomial logit analyses to predict the AI readiness level of each driver usin,63,2,0.76,2024,pattern_matching,[],,AI strategy.pdf,2025-07-24T17:20:01.210134
4.0,number,job_creation,manufacturing,,63,3,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210134
14.0,number,job_creation,manufacturing,,63,3,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210135
2023.0,number,job_creation,manufacturing,,63,3,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210136
5.0,number,ai_implementation_count,professional_services,com conte,63,4,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210136
2024.0,number,ai_implementation_count,professional_services,com content dam accenture final  accenture-com document-2 Acc,63,4,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210137
2.0,number,ai_implementation_count,professional_services,com content dam accenture final  accenture-com document-2 Accenture-Commercial-Banking-Trends-2024.pdf.,63,4,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Accenture,AI strategy.pdf,2025-07-24T17:20:01.210138
64.0,number,ai_implementation_count,unknown,Part 3 Part 2 Part 1 Introduction Conclusion 64,63,5,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Part,AI strategy.pdf,2025-07-24T17:20:01.210138
2024.0,number,ai_implementation_count,information_communication_technology,"Information and views expressed in this document, including URL and ot",64,1,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Information,AI strategy.pdf,2025-07-24T17:20:01.210139
90.0,number,ai_implementation_count,financial_services,"Our research professionals, analysts, and scientists have built unique multi- specialist capabilities",64,4,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210140
18.0,number,ai_implementation_count,financial_services,"Our research professionals, analysts, and scientists have built unique multi- specialist capabilities that provide true understanding and",64,4,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210140
0.0,number,ai_implementation_count,financial_services,"Our research professionals, analysts, and scientists have built unique multi- specialist capabilities that provide true understanding and pow",64,4,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210141
5.0,number,ai_patents_filed,financial_services,"We serve more than 5,000 clients across the world with 75 business solutions. ISIN code FR0000073298, Reuters ISOS.PA, Bloomberg IPS:FP https:  www.ipsos.",64,4,0.76,2024,pattern_matching,[],Reuters,AI strategy.pdf,2025-07-24T17:20:01.210142
0.0,number,ai_patents_filed,financial_services,"We serve more than 5,000 clients across the world with 75 business solutions. ISIN code FR0000073298, Reuters ISOS.PA, Bloomberg IPS:FP https:  www.ipsos.",64,4,0.76,2024,pattern_matching,[],Reuters,AI strategy.pdf,2025-07-24T17:20:01.210142
75.0,number,ai_patents_filed,financial_services,"We serve more than 5,000 clients across the world with 75 business solutions. ISIN code FR0000073298, Reuters ISOS.PA, Bloomberg IPS:FP https:  www.ipsos.",64,4,0.76,2024,pattern_matching,[],Reuters,AI strategy.pdf,2025-07-24T17:20:01.210143
